url,box,nav,links,others
https://en.wikipedia.org/wiki/Comparison_of_Java_and_C++,10,16,2,6
https://en.wikipedia.org/wiki/Comparison_of_MD_and_DO_in_the_United_States,3,6,2,1
https://en.wikipedia.org/wiki/Comparison_of_Macintosh_models,21,28,20,7
https://en.wikipedia.org/wiki/Comparison_of_English_dictionaries,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_mobile_Internet_Relay_Chat_clients,9,14,7,5
https://en.wikipedia.org/wiki/Comparison_of_WebSocket_implementations,4,5,0,1
https://en.wikipedia.org/wiki/Comparison_of_microblogging_services,2,5,2,3
https://en.wikipedia.org/wiki/Comparison_of_Nikon_DSLR_cameras,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_UPnP_AV_media_servers,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_Office_Open_XML_software,2,5,1,3
https://en.wikipedia.org/wiki/Comparison_of_BitTorrent_clients,1,12,1,10
https://en.wikipedia.org/wiki/Comparison_of_free_and_open-source_software_licenses,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_OpenGL_and_Direct3D,5,6,0,1
https://en.wikipedia.org/wiki/Comparison_of_IOC_FIFA_and_ISO_3166_country_codes,1,5,0,2
https://en.wikipedia.org/wiki/Comparison_of_instruction_set_architectures,6,7,6,1
https://en.wikipedia.org/wiki/Comparison_of_antivirus_software,0,10,0,10
https://en.wikipedia.org/wiki/Comparison_of_European_traffic_laws,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(Scalable_Vector_Graphics),2,6,0,4
https://en.wikipedia.org/wiki/Comparison_of_Hokkien_writing_systems,1,6,1,4
https://en.wikipedia.org/wiki/Comparison_of_reference_management_software,1,10,1,9
https://en.wikipedia.org/wiki/Comparison_of_H.264_and_VC-1,1,4,1,3
https://en.wikipedia.org/wiki/Comparison_of_photo_gallery_software,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_raster_graphics_editors,3,12,3,7
https://en.wikipedia.org/wiki/Comparison_between_Ido_and_Novial,7,10,5,2
https://en.wikipedia.org/wiki/Comparison_of_brainwave_entrainment_software,1,4,0,3
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(XML),0,7,0,7
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(HTML5),3,38,2,35
https://en.wikipedia.org/wiki/Comparison_of_Windows_Vista_and_Windows_XP,3,4,2,1
https://en.wikipedia.org/wiki/Comparison_of_open-source_wireless_drivers,2,12,0,10
https://en.wikipedia.org/wiki/Comparison_of_ADC_software,3,15,0,12
https://en.wikipedia.org/wiki/Comparison_of_Intel_processors,9,11,9,2
https://en.wikipedia.org/wiki/Comparison_of_net-connected_media_players,11,15,11,4
https://en.wikipedia.org/wiki/Comparison_of_high_definition_optical_disc_formats,1,3,1,2
https://en.wikipedia.org/wiki/Comparison_of_dental_practice_management_software,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_AMD_CPU_microarchitectures,4,5,4,1
https://en.wikipedia.org/wiki/Comparison_of_data_modeling_tools,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_Chinese_romanization_systems,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_IPv6_support_in_operating_systems,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_between_Esperanto_and_Interlingua,11,14,6,3
https://en.wikipedia.org/wiki/Comparison_of_web_server_software,1,4,1,3
https://en.wikipedia.org/wiki/List_of_Nvidia_graphics_processing_units,10,93,10,83
https://en.wikipedia.org/wiki/Comparison_of_Power_Management_Software_Suites,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_C_Sharp_and_Java,14,42,7,21
https://en.wikipedia.org/wiki/Comparison_of_optical_character_recognition_software,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_Office_Open_XML_and_OpenDocument,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_orbital_rocket_engines,3,5,2,2
https://en.wikipedia.org/wiki/Comparison_of_programming_languages_(strings),2,9,1,7
https://en.wikipedia.org/wiki/Comparison_of_operating_system_kernels,0,15,0,15
https://en.wikipedia.org/wiki/Comparison_between_Ido_and_Interlingua,7,9,6,2
https://en.wikipedia.org/wiki/Comparison_of_audio_player_software,11,23,11,11
https://en.wikipedia.org/wiki/Comparison_of_boot_loaders,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(Document_Object_Model),2,16,1,14
https://en.wikipedia.org/wiki/Comparison_of_dance_video_games,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_alcopops,1,7,0,0
https://en.wikipedia.org/wiki/Comparison_of_XML_editors,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_U.S._state_governments,1,5,1,4
https://en.wikipedia.org/wiki/Comparison_of_programming_languages,1,5,1,3
https://en.wikipedia.org/wiki/Comparison_of_Toyota_hybrids,4,5,0,1
https://en.wikipedia.org/wiki/Comparison_of_database_tools,1,5,1,4
https://en.wikipedia.org/wiki/Comparison_of_issue-tracking_systems,4,10,3,6
https://en.wikipedia.org/wiki/Comparison_of_iOS_e-book_reader_software,3,10,3,7
https://en.wikipedia.org/wiki/Comparison_of_Business_Process_Modeling_Notation_tools,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_application_servers,8,9,4,1
https://en.wikipedia.org/wiki/Comparison_of_DNS_blacklists,2,3,0,1
https://en.wikipedia.org/wiki/Comparison_of_office_suites,4,8,4,4
https://en.wikipedia.org/wiki/Comparison_of_Subversion_clients,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_Microsoft_Windows_versions,2,21,1,19
https://en.wikipedia.org/wiki/List_of_Intel_graphics_processing_units,8,21,8,13
https://en.wikipedia.org/wiki/Comparison_of_file_verification_software,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_LAN_messengers,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_object-relational_mapping_software,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_network_monitoring_systems,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_disk_cloning_software,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_CRT_LCD_Plasma_and_OLED,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_EDA_software,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_OpenDocument_software,2,7,1,5
https://en.wikipedia.org/wiki/Comparison_of_debuggers,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_audio_formats,6,12,6,6
https://en.wikipedia.org/wiki/Comparison_of_programming_languages_(basic_instructions),3,19,1,16
https://en.wikipedia.org/wiki/Comparison_of_World_War_I_tanks,2,4,1,2
https://en.wikipedia.org/wiki/Comparison_of_ALGOL_68_and_C++,3,4,2,1
https://en.wikipedia.org/wiki/Comparison_of_business_integration_software,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_crowd_funding_services,3,3,1,0
https://en.wikipedia.org/wiki/Comparison_of_YouTube_downloaders,1,4,0,3
https://en.wikipedia.org/wiki/Comparison_of_Axis_&_Allies_games,4,5,1,1
https://en.wikipedia.org/wiki/Comparison_of_documentation_generators,0,8,0,8
https://en.wikipedia.org/wiki/Comparison_of_memory_cards,1,7,1,6
https://en.wikipedia.org/wiki/Comparison_of_relational_database_management_systems,3,14,1,11
https://en.wikipedia.org/wiki/Comparison_of_neurofeedback_software,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_free_software_e-commerce_web_application_frameworks,5,21,2,16
https://en.wikipedia.org/wiki/Comparison_of_audio_synthesis_environments,4,8,0,4
https://en.wikipedia.org/wiki/Comparison_of_general_and_generalized_linear_models,19,20,19,1
https://en.wikipedia.org/wiki/Comparison_of_data_serialization_formats,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_open-source_operating_systems,2,13,2,8
https://en.wikipedia.org/wiki/Comparison_of_HTML_editors,4,11,3,7
https://en.wikipedia.org/wiki/Comparison_of_open-source_configuration_management_software,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_HP_graphing_calculators,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_online_dating_websites,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_e-book_formats,3,34,3,2
https://en.wikipedia.org/wiki/Comparison_of_SSH_clients,0,4,0,4
https://en.wikipedia.org/wiki/Comparison_of_ad_servers,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_optimization_software,2,3,1,1
https://en.wikipedia.org/wiki/Comparison_of_linear_algebra_libraries,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_national_standards_of_Chinese,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_between_U.S._states_and_countries_by_GDP_(nominal)_per_capita,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_document_markup_languages,6,8,6,2
https://en.wikipedia.org/wiki/Comparison_of_401(k)_and_IRA_accounts,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_Adobe_Flex_charts,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_XMPP_server_software,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_Norwegian_Bokmål_and_Standard_Danish,3,10,0,6
https://en.wikipedia.org/wiki/Comparison_of_instant_messaging_protocols,4,5,3,1
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(graphics),2,8,2,6
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(HTML),3,38,2,35
https://en.wikipedia.org/wiki/List_of_BPEL_engines,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_Scottish_Gaelic_and_Irish,3,6,0,3
https://en.wikipedia.org/wiki/Comparison_of_CalDAV_and_CardDAV_implementations,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_open-source_software_hosting_facilities,4,9,4,5
https://en.wikipedia.org/wiki/Comparison_of_file_synchronization_software,1,4,0,3
https://en.wikipedia.org/wiki/Comparison_of_United_Kingdom_and_United_States_military_ranks,10,12,9,0
https://en.wikipedia.org/wiki/Comparison_of_MySQL_database_engines,2,3,1,1
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(XHTML_1.1),0,24,0,24
https://en.wikipedia.org/wiki/Comparison_of_numerical_analysis_software,1,16,1,5
https://en.wikipedia.org/wiki/Comparison_of_disk_encryption_software,0,5,0,5
https://en.wikipedia.org/wiki/Comparison_of_file_sharing_applications,3,4,3,1
https://en.wikipedia.org/wiki/Comparison_of_metadata_editors,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_early_word_processors,2,4,2,1
https://en.wikipedia.org/wiki/Comparison_of_HTML5_and_Flash,2,3,2,1
https://en.wikipedia.org/wiki/Comparison_of_CAD_CAM_and_CAE_file_viewers,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_popular_optical_data-storage_systems,4,7,0,3
https://en.wikipedia.org/wiki/Comparison_of_Internet_Relay_Chat_bots,8,9,7,1
https://en.wikipedia.org/wiki/Comparison_of_baseball_and_softball,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_download_managers,2,5,2,3
https://en.wikipedia.org/wiki/Comparison_of_early_World_War_II_tanks,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_dosimeters,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_database_access,4,11,1,6
https://en.wikipedia.org/wiki/Comparison_of_ICBMs,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_NMDC_Software,3,9,3,6
https://en.wikipedia.org/wiki/Comparison_of_disc_authoring_software,0,7,0,7
https://en.wikipedia.org/wiki/Comparison_of_personal_air_vehicles,3,5,3,2
https://en.wikipedia.org/wiki/Comparison_of_digital_SLRs,20,27,13,7
https://en.wikipedia.org/wiki/Comparison_of_display_technology,2,3,2,1
https://en.wikipedia.org/wiki/Comparison_of_desktop_publishing_software,4,9,1,5
https://en.wikipedia.org/wiki/Comparison_of_Android_e-book_reader_software,6,12,6,6
https://en.wikipedia.org/wiki/Comparison_of_CRM_systems,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_cryptographic_hash_functions,4,7,4,3
https://en.wikipedia.org/wiki/Comparison_of_Dewey_and_Library_of_Congress_subject_classification,0,1,0,0
https://en.wikipedia.org/wiki/Comparison_of_research_networking_tools_and_research_profiling_systems,0,6,0,6
https://en.wikipedia.org/wiki/Comparison_of_VoIP_software,2,16,1,6
https://en.wikipedia.org/wiki/Comparison_of_command_shells,6,12,0,6
https://en.wikipedia.org/wiki/Comparison_between_Esperanto_and_Novial,7,13,5,5
https://en.wikipedia.org/wiki/Comparison_of_Portuguese_and_Spanish,2,24,0,21
https://en.wikipedia.org/wiki/Comparison_of_Texas_Instruments_graphing_calculators,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_802.15.4_radio_modules,3,5,0,2
https://en.wikipedia.org/wiki/Comparison_of_Solaris_distributions,4,8,3,3
https://en.wikipedia.org/wiki/Comparison_of_AMD_chipsets,19,28,19,9
https://en.wikipedia.org/wiki/Comparison_of_Asian_national_space_programs,4,46,4,41
https://en.wikipedia.org/wiki/Comparison_of_photo_stitching_software,0,5,0,5
https://en.wikipedia.org/wiki/Comparison_of_DNS_server_software,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_HTML_parsers,3,4,0,1
https://en.wikipedia.org/wiki/Comparison_of_consumer_brain–computer_interfaces,0,0,0,0
https://en.wikipedia.org/wiki/Comparison_of_executable_file_formats,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_encrypted_external_drives,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_file_managers,4,12,4,8
https://en.wikipedia.org/wiki/Comparison_of_MIDI_standards,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_programming_languages_(string_functions),3,48,1,45
https://en.wikipedia.org/wiki/Comparison_between_U.S._states_and_countries_by_GDP_(PPP),1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(HTML5_canvas),3,38,2,35
https://en.wikipedia.org/wiki/Comparison_of_Afrikaans_and_Dutch,0,4,0,3
https://en.wikipedia.org/wiki/Comparison_of_cognitive_architectures,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_mobile_phone_standards,15,18,13,3
https://en.wikipedia.org/wiki/Comparison_of_notetaking_software,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_digital_audio_editors,1,5,1,4
https://en.wikipedia.org/wiki/Comparison_of_Fukushima_and_Chernobyl_nuclear_accidents,4,8,4,4
https://en.wikipedia.org/wiki/Comparison_of_netbooks,2,4,1,2
https://en.wikipedia.org/wiki/Comparison_of_programming_languages_(object-oriented_programming),2,19,1,17
https://en.wikipedia.org/wiki/Comparison_of_archive_formats,3,6,1,3
https://en.wikipedia.org/wiki/Comparison_of_operating_systems,5,9,3,4
https://en.wikipedia.org/wiki/Comparison_of_Colorado_ski_resorts,3,4,0,1
https://en.wikipedia.org/wiki/Comparison_of_Lemmings_ports,8,9,5,2
https://en.wikipedia.org/wiki/Comparison_of_BitTorrent_tracker_software,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_JavaScript_frameworks,5,8,4,3
https://en.wikipedia.org/wiki/Comparison_of_Prolog_implementations,0,5,0,5
https://en.wikipedia.org/wiki/Comparison_of_netbook-oriented_Linux_distributions,2,4,2,2
https://en.wikipedia.org/wiki/Comparison_of_cricket_and_baseball,5,6,0,1
https://en.wikipedia.org/wiki/Comparison_of_Linux_distributions,6,12,3,6
https://en.wikipedia.org/wiki/Comparison_of_DEX_software,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_email_clients,3,15,3,11
https://en.wikipedia.org/wiki/Comparison_(grammar),3,5,1,2
https://en.wikipedia.org/wiki/Comparison_of_MUD_clients,1,5,1,4
https://en.wikipedia.org/wiki/Comparison_of_orbital_launch_systems,4,6,3,2
https://en.wikipedia.org/wiki/Comparison_of_birth_control_methods,2,4,2,2
https://en.wikipedia.org/wiki/Comparison_of_chess_video_games,3,5,0,2
https://en.wikipedia.org/wiki/Comparison_of_embedded_computer_systems_on_board_the_Mars_rovers,5,6,5,1
https://en.wikipedia.org/wiki/Comparison_of_image_viewers,0,6,0,6
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(non-standard_HTML),3,38,2,35
https://en.wikipedia.org/wiki/Comparison_of_help_desk_issue_tracking_software,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_Internet_Relay_Chat_daemons,8,13,7,5
https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_European_road_signs,3,7,0,4
https://en.wikipedia.org/wiki/Comparison_of_ATI_chipsets,15,19,15,4
https://en.wikipedia.org/wiki/Comparison_of_Nintendo_portable_consoles,8,8,8,0
https://en.wikipedia.org/wiki/Comparison_of_OpenXPS_and_PDF,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_BSD_operating_systems,3,4,3,1
https://en.wikipedia.org/wiki/Comparison_of_facial_image_datasets,1,38,1,37
https://en.wikipedia.org/wiki/Comparison_of_project_management_software,1,4,0,3
https://en.wikipedia.org/wiki/Comparison_of_container_formats,1,5,0,4
https://en.wikipedia.org/wiki/Comparison_of_genealogy_software,5,9,5,4
https://en.wikipedia.org/wiki/Comparison_of_instant_messaging_clients,3,4,3,1
https://en.wikipedia.org/wiki/Comparison_of_Java_Remote_Desktop_projects,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_PVR_software_packages,1,5,1,4
https://en.wikipedia.org/wiki/Comparison_of_Symbian_devices,2,3,1,1
https://en.wikipedia.org/wiki/Comparison_of_handheld_game_consoles,3,6,2,3
https://en.wikipedia.org/wiki/Comparison_of_movie_cameras,0,6,0,6
https://en.wikipedia.org/wiki/Comparison_of_FTP_client_software,0,7,0,7
https://en.wikipedia.org/wiki/Comparison_of_karate_styles,4,5,1,0
https://en.wikipedia.org/wiki/Comparison_of_color_models_in_computer_graphics,1,6,0,5
https://en.wikipedia.org/wiki/Comparison_of_iPod_managers,4,8,1,4
https://en.wikipedia.org/wiki/Comparison_of_California_ski_resorts,1,2,1,1
https://en.wikipedia.org/wiki/Comparison_of_mobile_operating_systems,2,19,2,17
https://en.wikipedia.org/wiki/Comparison_of_consumer_brain–computer_interfaces,0,0,0,0
https://en.wikipedia.org/wiki/Comparison_of_packet_analyzers,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_BitTorrent_sites,5,6,5,1
https://en.wikipedia.org/wiki/Comparison_of_regular_expression_engines,3,8,0,5
https://en.wikipedia.org/wiki/Comparison_of_distributed_file_systems,5,9,5,3
https://en.wikipedia.org/wiki/Comparison_of_AMD_processors,9,10,9,1
https://en.wikipedia.org/wiki/Comparison_of_online_music_lockers,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_anaerobic_and_aerobic_digestion,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_programming_languages_(syntax),2,6,1,4
https://en.wikipedia.org/wiki/Comparison_of_application_virtualization_software,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_privilege_authorization_features,3,6,0,0
https://en.wikipedia.org/wiki/Comparison_of_graphics_file_formats,1,3,1,2
https://en.wikipedia.org/wiki/Comparison_of_radio_systems,6,7,5,1
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(ECMAScript),4,18,3,14
https://en.wikipedia.org/wiki/Comparison_of_JavaScript_charting_frameworks,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_Chernobyl_and_other_radioactivity_releases,3,5,1,1
https://en.wikipedia.org/wiki/Comparison_of_disc_image_software,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_source_code_editors,1,3,1,2
https://en.wikipedia.org/wiki/Comparison_of_cluster_software,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_portable_media_players,1,8,0,7
https://en.wikipedia.org/wiki/Comparison_of_S.M.A.R.T._tools,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_Usenet_newsreaders,4,5,3,1
https://en.wikipedia.org/wiki/Comparison_of_programming_languages_(array),3,8,1,5
https://en.wikipedia.org/wiki/Comparison_of_file_comparison_tools,0,5,0,5
https://en.wikipedia.org/wiki/Comparison_between_Esperanto_and_Ido,10,19,6,8
https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,6,34,6,28
https://en.wikipedia.org/wiki/Comparison_of_document_interfaces,1,3,0,1
https://en.wikipedia.org/wiki/Comparison_of_Internet_forum_software,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_Malaysian_and_Indonesian,0,4,0,4
https://en.wikipedia.org/wiki/Comparison_of_accounting_software,3,6,2,3
https://en.wikipedia.org/wiki/Comparison_of_online_backup_services,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_mail_servers,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_North_American_ski_resorts,3,4,0,1
https://en.wikipedia.org/wiki/Comparison_of_X_Window_System_desktop_environments,10,12,8,2
https://en.wikipedia.org/wiki/Comparison_of_desktop_application_launchers,1,5,0,4
https://en.wikipedia.org/wiki/Comparison_of_hex_editors,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_file_systems,0,7,0,7
https://en.wikipedia.org/wiki/Comparison_of_X_window_managers,3,4,3,1
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(HTML5_media),3,38,2,35
https://en.wikipedia.org/wiki/Comparison_of_programming_paradigms,4,6,1,2
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(Cascading_Style_Sheets),3,10,2,7
https://en.wikipedia.org/wiki/Comparison_of_eDonkey_software,1,5,1,4
https://en.wikipedia.org/wiki/Comparison_of_file_archivers,6,12,6,5
https://en.wikipedia.org/wiki/Comparison_of_development_estimation_software,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_C_Sharp_and_Visual_Basic_.NET,7,12,5,0
https://en.wikipedia.org/wiki/Comparison_of_parser_generators,2,7,1,5
https://en.wikipedia.org/wiki/Comparison_of_continuous_integration_software,3,5,0,2
https://en.wikipedia.org/wiki/Comparison_of_Nvidia_chipsets,1,21,1,20
https://en.wikipedia.org/wiki/Comparison_of_DOS_operating_systems,0,2,0,2
https://en.wikipedia.org/wiki/Comparison_of_file_hosting_services,1,4,0,1
https://en.wikipedia.org/wiki/Comparison_of_American_and_British_English,13,17,9,4
https://en.wikipedia.org/wiki/Comparison_of_Unicode_encodings,5,7,4,2
https://en.wikipedia.org/wiki/Comparison_of_Internet_Relay_Chat_clients,8,15,7,7
https://en.wikipedia.org/wiki/Comparison_of_3D_computer_graphics_software,2,14,0,12
https://en.wikipedia.org/wiki/Comparison_of_assemblers,1,9,1,8
https://en.wikipedia.org/wiki/Comparison_of_iSCSI_targets,4,5,0,1
https://en.wikipedia.org/wiki/Comparison_of_Canon_EOS_digital_cameras,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_PSA_systems,0,1,0,1
https://en.wikipedia.org/wiki/List_of_FTP_server_software,1,6,0,5
https://en.wikipedia.org/wiki/Comparison_of_Java_virtual_machines,2,6,1,4
https://en.wikipedia.org/wiki/Comparison_between_Argentine_provinces_and_countries_by_GDP_(PPP)_per_capita,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_US_and_Chinese_Military_Armed_Forces,3,4,0,1
https://en.wikipedia.org/wiki/Comparison_of_hub_gears,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_feed_aggregators,9,17,8,5
https://en.wikipedia.org/wiki/Comparison_of_browser_synchronizers,7,15,7,5
https://en.wikipedia.org/wiki/Comparison_of_defragmentation_software,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_network_diagram_software,1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_machine_translation_applications,1,3,1,2
https://en.wikipedia.org/wiki/Comparison_of_TeX_editors,1,5,1,4
https://en.wikipedia.org/wiki/Comparison_of_OLAP_Servers,7,16,7,9
https://en.wikipedia.org/wiki/Comparison_of_layout_engines_(XHTML),1,4,1,3
https://en.wikipedia.org/wiki/List_of_AMD_graphics_processing_units,1,83,0,77
https://en.wikipedia.org/wiki/Comparison_of_online_music_stores,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_geographic_information_systems_software,0,4,0,4
https://en.wikipedia.org/wiki/Comparison_of_massively_multiplayer_online_role-playing_games,3,4,1,1
https://en.wikipedia.org/wiki/Comparison_of_agent-based_modeling_software,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_TLS_implementations,2,24,2,21
https://en.wikipedia.org/wiki/Comparison_of_platform_virtualization_software,4,9,4,5
https://en.wikipedia.org/wiki/Comparison_of_United_States_presidential_candidates_2008,2,41,2,39
https://en.wikipedia.org/wiki/Comparison_of_e-book_readers,8,11,6,3
https://en.wikipedia.org/wiki/Comparison_of_object-relational_database_management_systems,1,4,1,3
https://en.wikipedia.org/wiki/Comparison_of_orbital_launchers_families,1,2,0,1
https://en.wikipedia.org/wiki/Comparison_of_firewalls,5,12,4,7
https://en.wikipedia.org/wiki/Comparison_of_SSH_servers,0,3,0,3
https://en.wikipedia.org/wiki/Comparison_of_raster-to-vector_conversion_software,1,6,0,5
https://en.wikipedia.org/wiki/Comparison_between_U.S._states_and_countries_by_GDP_(nominal),2,4,1,1
https://en.wikipedia.org/wiki/Comparison_of_Vector_Formats_(GIS),1,3,0,2
https://en.wikipedia.org/wiki/Comparison_of_free_credit_report_websites,0,1,0,1
https://en.wikipedia.org/wiki/Comparison_of_pumps,1,6,0,5
https://en.wikipedia.org/wiki/Comparison_of_code_generation_tools,3,5,0,2
https://en.wikipedia.org/wiki/Comparison_of_Home_Owners'_and_Civic_Associations,3,5,0,1
https://en.wikipedia.org/wiki/Comparison_of_enterprise_bookmarking_platforms,1,7,0,6
TOTAL,857,2611,579,1639